contest_id,problem_id,total_count,gnu_cpp,ms_cpp,gnu_c,gnu_cpp0x,gnu_cpp11,gnu_c11,gnu_cpp14,gnu_cpp_diagnostics,clangpp_17_diagnostics,gnu_cpp17
1004,f,177,7,0,0,0,60,0,70,0,0,40
1004,a,6295,760,93,93,0,1341,20,2850,5,2,1131
1004,e,580,61,2,0,0,171,0,236,0,0,110
1004,b,5226,659,70,36,0,1151,12,2307,2,0,989
1004,c,4561,505,41,9,0,1007,3,2129,0,0,867
1004,d,975,123,7,1,0,257,0,362,0,0,225
897,c,1613,253,15,3,0,496,1,819,4,0,22
897,d,552,71,9,0,0,169,0,282,3,0,18
897,e,88,4,1,0,0,50,1,28,0,0,4
897,b,4925,892,89,37,0,1263,13,2510,28,1,92
897,a,7234,1337,213,146,0,1822,61,3401,31,5,218
903,b,4937,859,134,91,0,1218,59,2455,16,0,105
903,e,764,70,5,0,0,242,0,419,0,0,28
903,a,7701,1510,233,275,0,1784,94,3513,58,0,234
903,f,368,29,2,0,0,157,1,161,0,0,18
903,d,1710,192,8,0,0,425,2,1008,0,0,75
903,c,5589,934,112,72,0,1433,25,2841,9,2,161
903,g,185,26,1,0,0,90,0,62,0,0,6
1036,e,876,0,11,0,0,267,0,346,0,0,252
1036,b,3690,0,93,0,0,1118,11,1547,0,2,919
1036,f,800,0,7,0,0,233,0,336,0,0,224
1036,a,6093,0,135,0,0,1856,55,2597,0,4,1446
1036,c,2776,0,47,0,0,876,6,1143,0,2,702
1036,d,4127,0,66,0,0,1197,10,1799,0,3,1052
1036,g,174,0,0,0,0,69,0,52,0,0,53
1041,d,2998,0,26,0,0,1098,4,1172,0,1,697
1041,c,4244,0,36,0,0,1491,0,1734,0,1,982
1041,a,7859,0,309,0,0,2530,133,3129,0,3,1755
1041,f,734,0,5,0,0,288,0,280,0,0,161
1041,b,6230,0,117,0,0,2099,48,2577,0,0,1389
1041,e,1694,0,11,0,0,648,1,664,0,1,369
990,e,1292,150,18,1,0,365,1,499,0,2,256
990,b,5098,640,57,23,0,1199,6,2242,0,0,931
990,f,481,57,1,0,0,169,0,173,0,0,81
990,a,6203,781,90,85,0,1448,35,2640,9,4,1111
990,c,3732,391,33,4,0,943,17,1634,1,1,708
990,d,2202,212,13,2,0,603,1,936,0,1,434
990,g,754,77,2,0,0,228,0,305,0,0,142
909,a,5439,906,76,65,0,1346,19,2907,28,0,92
909,f,276,29,4,0,0,91,0,141,1,0,10
909,b,4135,619,56,51,0,1078,12,2224,20,0,75
909,e,923,74,2,1,0,275,0,535,0,1,35
909,d,1099,110,21,1,0,295,0,629,2,0,41
909,c,2494,331,30,7,0,691,3,1308,1,0,123
750,a,14719,3489,582,691,0,4547,250,4566,17,2,575
904,b,358,28,19,0,0,81,0,228,2,0,0
904,e,2,0,0,0,0,1,0,1,0,0,0
904,a,340,24,28,0,0,74,1,212,1,0,0
904,d,1,0,0,0,0,1,0,0,0,0,0
904,c,198,7,6,0,0,50,0,134,1,0,0
50,a,40416,14715,4048,4265,401,7613,1392,6266,134,38,1544
119,a,12687,6313,1196,940,264,2207,155,1339,5,2,266
1046,g,17,0,0,0,0,7,0,5,0,0,5
1046,j,8,0,0,0,0,1,0,4,0,0,3
1046,d,30,0,0,0,0,15,0,7,0,0,8
1046,c,1135,0,16,0,0,390,7,431,0,0,291
1046,i,108,0,0,0,0,38,0,32,0,0,38
1046,a,174,0,0,0,0,37,0,99,0,0,38
1046,f,969,0,7,0,0,315,4,388,0,0,255
1046,h,555,0,2,0,0,174,0,227,0,0,152
1046,b,69,0,0,0,0,28,0,26,0,0,15
1046,e,2,0,0,0,0,0,0,2,0,0,0
1031,c,670,0,12,0,0,195,4,228,0,0,231
1031,d,286,0,1,0,0,107,1,98,0,0,79
1031,e,36,0,0,0,0,10,0,11,0,0,15
1031,b,638,0,20,0,0,160,4,200,0,0,254
1031,f,28,0,0,0,0,5,0,11,0,0,12
1031,a,1948,0,141,0,0,459,101,538,0,0,709
979,e,217,16,1,0,0,97,0,73,0,0,30
979,b,2739,305,33,14,0,713,4,1192,0,0,478
979,a,6453,816,144,131,0,1523,41,2736,3,1,1058
979,c,3172,269,28,4,0,855,1,1479,0,0,536
979,d,604,50,8,0,0,169,1,239,0,0,137
997,b,859,139,9,1,0,234,0,324,0,0,152
997,e,128,13,0,0,0,48,0,50,0,0,17
997,a,1236,171,28,0,0,320,1,477,0,0,239
997,d,194,13,0,0,0,69,0,70,0,2,40
997,c,523,50,9,0,0,181,1,172,0,0,110
228,a,15812,6243,1284,951,232,3145,267,2953,16,7,714
1009,g,317,26,2,0,0,111,0,116,0,0,62
1009,c,3534,363,47,10,0,817,6,1525,0,0,766
1009,d,3400,324,29,5,0,809,2,1472,1,0,758
1009,f,1014,61,8,0,0,341,0,388,0,0,216
1009,a,7088,863,186,136,0,1628,47,2848,4,1,1375
1009,e,1598,147,19,4,0,424,4,617,0,0,383
1009,b,4849,610,63,26,0,1166,11,1971,1,0,1001
1090,a,885,0,20,0,0,222,3,364,0,1,275
1090,k,206,0,0,0,0,47,0,81,0,0,78
1090,f,58,0,0,0,0,10,0,27,0,0,21
1090,l,238,0,1,0,0,47,0,102,0,0,88
1090,h,15,0,0,0,0,4,0,7,0,0,4
1090,b,262,0,4,0,0,60,1,100,0,0,97
1090,e,117,0,0,0,0,19,0,46,0,0,52
1090,m,1245,0,30,0,0,341,42,460,0,1,371
1090,g,23,0,0,0,0,6,0,11,0,0,6
1090,j,70,0,1,0,0,14,0,33,0,0,22
1090,d,415,0,4,0,0,96,1,175,0,0,139
1090,c,105,0,0,0,0,22,0,41,0,0,42
1090,i,268,0,0,0,0,59,0,100,0,0,109
936,c,489,56,4,4,0,153,0,239,0,0,33
936,d,103,8,2,1,0,39,0,45,0,0,8
936,e,73,11,0,0,0,30,0,25,0,0,7
936,b,917,129,10,1,0,259,0,438,0,0,80
936,a,1108,246,24,6,0,267,1,483,0,0,81
1003,c,4865,535,82,33,0,1073,9,2164,3,0,966
1003,d,3576,403,38,13,0,839,4,1564,0,2,713
1003,f,542,44,4,0,0,125,0,230,0,0,139
1003,a,8524,1054,173,180,0,1896,82,3545,5,6,1583
1003,e,1197,111,7,3,0,274,0,532,0,0,270
1003,b,4731,572,60,45,0,1047,8,2081,0,3,915
1074,c,418,0,1,0,0,87,0,183,0,0,147
1074,d,368,0,1,0,0,74,0,161,0,0,132
1074,e,29,0,0,0,0,4,0,13,0,0,12
1074,b,455,0,2,0,0,98,0,198,0,0,157
1074,f,148,0,1,0,0,37,0,62,0,0,48
1074,a,373,0,2,0,0,77,0,158,0,0,136
734,a,18449,3544,1158,871,0,5691,530,5642,29,9,975
379,a,15701,7107,1196,1328,407,2851,335,2022,9,4,442
984,b,5006,716,73,35,0,1263,17,2110,2,0,790
984,e,144,15,1,0,0,60,0,49,0,0,19
984,a,7311,1042,165,139,0,1718,66,2946,20,4,1211
984,d,1528,189,26,5,0,443,1,571,0,1,292
984,c,1477,205,22,7,0,385,1,547,0,1,309
889,c,296,33,1,0,0,99,0,158,0,0,5
889,d,96,8,0,0,0,27,0,61,0,0,0
889,e,95,12,0,0,0,31,0,48,0,0,4
889,b,468,52,4,0,0,144,0,260,0,0,8
889,a,638,68,14,1,0,206,0,342,0,0,7
1055,d,248,0,2,0,0,44,0,116,0,0,86
1055,c,632,0,9,0,0,136,0,259,0,0,228
1055,g,25,0,0,0,0,5,0,8,0,0,12
1055,b,2687,0,31,0,0,647,11,1141,0,0,857
1055,e,215,0,0,0,0,42,0,98,0,0,75
1055,a,3394,0,56,0,0,836,49,1398,0,2,1053
1055,f,196,0,0,0,0,52,0,74,0,0,70
1028,f,365,5,2,0,0,114,0,143,0,0,101
1028,a,6089,491,77,32,0,1355,22,2701,0,3,1408
1028,e,772,30,5,1,0,212,0,337,0,0,187
1028,h,297,3,0,0,0,107,0,139,0,0,48
1028,b,4717,326,57,5,0,1078,12,2134,0,0,1105
1028,g,237,3,1,0,0,94,0,85,0,0,54
1028,c,1783,91,12,1,0,386,0,806,0,0,487
1028,d,1319,49,11,0,0,359,0,549,0,0,351
917,e,36,3,1,0,0,20,0,11,0,0,1
917,b,959,104,6,0,0,279,0,544,0,0,26
917,a,967,180,11,3,0,278,1,476,0,0,18
917,c,158,24,0,0,0,51,0,76,0,0,7
917,d,251,50,0,0,0,93,0,98,0,0,10
960,a,4922,645,98,82,0,1219,25,2338,4,1,510
960,f,1317,82,10,0,0,424,0,651,0,0,150
960,b,3711,398,44,4,0,965,1,1917,0,0,382
960,h,78,11,1,0,0,35,0,26,0,0,5
960,e,750,94,5,0,0,211,0,357,0,0,83
960,g,347,53,0,0,0,154,0,109,0,0,31
960,d,1224,90,4,0,0,354,0,645,0,0,131
960,c,2362,188,18,3,0,635,0,1297,0,0,221
706,b,12585,3664,504,112,0,5178,44,2499,0,1,583
231,a,36738,10684,3002,3871,318,8177,1590,7088,105,40,1863
1089,f,307,0,2,0,0,76,2,112,0,0,115
1089,l,720,0,6,0,0,188,7,294,0,0,225
1089,a,208,0,0,0,0,49,0,75,0,0,84
1089,k,156,0,0,0,0,36,0,59,0,0,61
1089,e,386,0,1,0,0,111,1,138,0,0,135
1089,h,14,0,0,0,0,3,0,5,0,0,6
1089,b,37,0,0,0,0,3,0,18,0,0,16
1089,j,20,0,0,0,0,6,0,7,0,0,7
1089,m,98,0,1,0,0,19,0,43,0,0,35
1089,g,555,0,5,0,0,151,5,222,0,0,172
1089,c,76,0,0,0,0,22,0,27,0,0,27
1089,i,30,0,0,0,0,7,1,11,0,0,11
1089,d,16,0,0,0,0,5,0,5,0,0,6
1010,a,1200,113,20,9,0,341,0,459,0,0,258
1010,f,60,3,0,0,0,21,0,21,0,0,15
1010,b,678,50,3,0,0,183,0,296,0,0,146
1010,e,114,7,1,0,0,30,0,44,0,0,32
1010,d,877,67,7,0,0,254,0,338,0,0,211
1010,c,1010,79,8,3,0,287,0,415,0,0,218
1067,a,730,0,3,0,0,223,2,283,0,0,219
1067,e,116,0,0,0,0,35,0,48,0,0,33
1067,b,634,0,2,0,0,184,0,247,0,0,201
1067,c,247,0,0,0,0,75,0,90,0,0,82
1067,d,81,0,0,0,0,38,0,38,0,0,5
958,c3,160,12,0,0,0,48,0,78,0,0,22
958,a2,389,29,3,0,0,119,0,169,0,0,69
958,f2,412,39,5,0,0,128,0,190,0,0,50
958,a1,721,100,14,2,0,209,3,292,0,0,101
958,e3,90,5,0,0,0,28,0,42,0,0,15
958,f1,616,71,6,0,0,185,0,273,0,0,81
958,d2,32,1,0,0,0,7,0,21,0,0,3
958,e1,553,81,5,1,0,165,0,228,0,0,73
958,f3,206,16,0,0,0,64,0,93,0,0,33
958,a3,23,0,0,0,0,3,0,19,0,0,1
958,b1,1031,148,21,16,0,255,2,460,1,0,128
958,c2,447,61,1,2,0,140,0,188,0,0,55
958,d1,666,82,9,0,0,196,0,288,0,0,91
958,e2,267,38,17,0,0,78,0,99,0,0,35
958,b2,221,16,2,0,0,68,0,98,0,0,37
958,c1,924,130,14,5,0,237,0,412,0,0,126
405,a,18057,6929,1191,966,300,3856,427,3507,14,7,860
472,a,16583,7223,1117,1104,697,3193,300,2353,10,5,581
952,d,1095,106,37,14,0,290,3,530,0,0,115
952,c,1589,183,45,21,0,425,2,786,0,0,127
952,g,110,6,2,0,0,33,0,52,0,0,17
952,b,909,98,16,1,0,254,1,450,1,0,88
952,e,296,36,7,1,0,77,0,151,0,0,24
952,a,4312,662,145,271,0,994,69,1784,2,4,381
952,f,94,17,1,0,0,24,1,40,0,0,11
925,c,150,9,2,0,0,31,0,77,0,0,31
925,d,90,0,0,0,0,29,0,37,0,0,24
925,e,72,1,0,0,0,18,0,36,0,0,17
925,b,147,2,3,0,0,40,0,70,0,0,32
925,f,18,0,0,0,0,9,0,7,0,0,2
925,a,159,8,3,1,0,40,0,72,0,0,35
1083,c,134,0,0,0,0,34,0,48,0,0,52
1083,d,27,0,0,0,0,12,0,12,0,0,3
1083,f,55,0,0,0,0,17,0,32,0,0,6
1083,a,659,0,2,0,0,167,0,290,0,0,200
1083,e,556,0,6,0,0,126,0,261,0,0,163
1083,b,459,0,0,0,0,126,0,196,0,0,137
71,a,49535,15179,3817,5172,471,11381,1819,9204,121,49,2322
986,b,1262,146,19,2,0,372,1,519,0,1,202
986,e,199,11,1,0,0,76,0,83,0,0,28
986,a,1422,203,15,0,0,384,2,553,0,0,265
986,f,116,18,0,0,0,43,0,42,0,0,13
986,d,418,19,2,0,0,98,0,162,0,0,137
986,c,885,132,4,1,0,258,0,341,0,0,149
1057,a,1485,0,41,0,0,464,26,536,0,0,418
1057,b,915,0,21,0,0,262,7,327,0,0,298
1057,c,270,0,4,0,0,105,0,83,0,0,78
1020,d,462,50,3,0,0,121,0,155,0,0,133
1020,c,2156,250,14,0,0,568,1,812,0,2,509
1020,a,6110,832,94,58,0,1435,19,2380,0,4,1288
1020,b,6630,833,107,38,0,1582,16,2601,1,3,1449
1020,e,161,21,1,0,0,46,0,59,0,0,34
4,a,84548,29551,8876,10227,730,15527,3585,12559,0,111,3382
4,c,14294,4755,731,122,190,4144,39,3481,0,7,825
41,a,22514,8200,1818,1739,217,4741,627,4109,28,13,1022
915,g,500,61,4,2,0,166,0,245,0,0,22
915,c,3888,571,73,21,0,1050,6,2038,16,0,113
915,d,1660,201,28,3,0,490,0,852,0,0,86
915,f,744,89,4,0,0,259,0,352,0,0,40
915,a,7797,1308,238,212,0,1909,59,3822,64,2,183
915,e,1340,172,12,5,0,474,0,620,0,0,57
915,b,5282,818,125,84,0,1377,26,2723,30,0,99
962,a,6734,1013,168,171,0,1666,42,2991,0,0,683
962,f,440,38,2,0,0,165,0,178,0,0,57
962,b,4797,664,82,26,0,1232,7,2281,4,0,501
962,e,697,44,2,0,0,222,0,344,0,0,85
962,g,55,1,0,0,0,19,0,26,0,0,9
962,d,3457,365,41,1,0,935,0,1681,0,2,432
962,c,4428,497,30,15,0,1183,4,2205,3,0,491
1012,d,98,8,1,0,0,24,0,27,0,0,38
1012,c,1007,131,10,1,0,264,0,372,0,0,229
1012,b,1090,116,10,1,0,338,0,365,0,0,260
1012,e,89,7,0,0,0,23,0,37,0,0,22
1012,a,1220,149,32,2,0,305,1,430,0,0,301
1012,f,43,1,0,0,0,24,0,12,0,0,6
1065,a,7156,0,183,0,0,2061,148,2932,0,5,1827
1065,f,439,0,0,0,0,159,0,175,0,0,105
1065,b,5153,0,75,0,0,1482,28,2147,0,1,1420
1065,e,506,0,4,0,0,162,2,209,0,0,129
1065,g,81,0,0,0,0,21,0,23,0,0,37
1065,d,825,0,5,0,0,269,0,315,0,0,236
1065,c,3907,0,70,0,0,1157,8,1616,0,3,1053
599,a,12746,4273,909,742,0,4283,259,1846,20,3,411
500,a,16757,7196,966,638,834,3564,115,2837,6,2,599
950,c,2317,357,34,3,0,649,0,1086,0,0,188
950,d,1553,291,42,6,0,432,1,658,0,0,123
950,f,111,42,0,0,0,25,0,27,0,0,17
950,a,7126,1433,238,205,0,1707,59,2955,30,1,498
950,e,401,66,5,0,0,123,0,161,0,0,46
950,b,4952,955,119,64,0,1261,18,2208,0,1,326
1081,c,2161,0,13,0,0,463,9,947,0,1,728
1081,d,1202,0,6,0,0,282,1,488,0,0,425
1081,g,47,0,0,0,0,17,0,21,0,0,9
1081,e,882,0,2,0,0,224,1,346,0,0,309
1081,b,2220,0,20,0,0,457,8,985,0,0,750
1081,h,7,0,0,0,0,2,0,1,0,0,4
1081,f,216,0,0,0,0,59,0,87,0,0,70
1081,a,4407,0,92,0,0,966,90,1924,0,2,1333
906,c,538,75,5,2,0,179,0,264,0,0,13
906,d,501,130,1,0,0,159,1,170,0,0,40
906,e,94,11,0,0,0,38,0,39,0,0,6
906,b,616,79,18,0,0,205,0,298,3,0,13
906,a,932,137,14,0,0,270,0,497,2,0,12
892,c,2931,456,45,14,0,840,2,1510,0,0,64
892,d,967,143,13,2,0,294,2,488,1,0,24
892,a,7274,1496,255,150,0,1799,66,3378,0,1,129
892,e,221,15,2,0,0,74,0,110,0,0,20
892,b,5186,901,127,52,0,1311,22,2628,0,0,145
451,a,18186,7428,1286,1239,444,3662,347,3111,18,8,643
1039,e,127,0,0,0,0,79,0,18,0,0,30
1039,b,733,0,10,0,0,267,0,269,0,0,187
1039,a,362,0,2,0,0,143,0,131,0,0,86
1039,c,541,0,6,0,0,193,0,191,0,0,151
1039,d,475,0,0,0,0,197,0,172,0,0,106
25,a,15281,5161,922,1204,183,3573,459,2999,21,9,750
58,a,27066,9901,1929,1918,274,6127,638,5031,25,17,1206
1033,e,251,0,1,0,0,66,0,107,0,0,77
1033,b,3752,0,37,0,0,939,20,1743,0,2,1011
1033,f,204,0,0,0,0,51,0,93,0,0,60
1033,a,3967,0,36,0,0,1005,52,1797,0,2,1075
1033,c,2588,0,15,0,0,655,2,1175,0,1,740
1033,d,1397,0,11,0,0,323,0,603,0,3,457
1033,g,38,0,0,0,0,16,0,14,0,0,8
898,b,5527,1049,134,93,0,1258,35,2798,7,0,153
898,e,2565,354,24,5,0,669,2,1429,0,0,82
898,a,7369,1428,200,221,0,1779,57,3407,53,2,222
898,f,694,78,3,4,0,224,0,343,0,0,42
898,d,2346,336,42,6,0,647,36,1200,0,0,79
898,c,3221,466,41,5,0,844,14,1735,5,1,110
556,a,12576,4926,654,595,0,3792,152,2051,1,2,403
995,b,1003,94,11,4,0,257,2,420,0,0,215
995,e,299,8,1,1,0,102,0,114,0,0,73
995,a,484,24,3,0,0,125,0,218,0,0,114
995,f,306,24,1,0,0,104,0,109,0,0,68
995,d,333,20,3,0,0,107,0,127,0,0,76
995,c,596,35,6,1,0,156,0,243,0,1,154
758,a,13204,3160,437,615,0,3865,245,4289,13,7,573
281,a,27008,7726,1924,2607,249,6246,1147,5585,59,21,1444
1092,e,469,0,0,0,0,128,0,210,0,1,130
1092,b,5918,0,186,0,0,1351,169,2503,0,7,1702
1092,f,1196,0,2,0,0,301,2,525,0,0,366
1092,a,5576,0,128,0,0,1309,192,2335,0,7,1605
1092,c,2245,0,34,0,0,473,7,1038,0,3,690
1092,d1,1052,0,21,0,0,238,2,470,0,0,321
1092,d2,863,0,17,0,0,207,0,384,0,0,255
519,b,13151,5225,746,428,982,2960,118,2219,0,0,473
934,c,1568,233,21,6,0,440,1,769,0,1,97
934,d,582,92,5,4,0,170,0,291,0,0,20
934,e,99,11,0,0,0,26,0,54,0,0,8
934,b,5334,926,100,71,0,1326,17,2618,1,3,272
934,a,4297,818,84,24,0,1045,10,2077,1,0,238
580,a,22158,7218,1049,1011,0,6970,357,4454,2,9,1088
949,a,1253,255,17,2,0,354,0,534,0,0,91
949,f,34,0,1,0,0,6,0,22,0,0,5
949,b,1036,182,8,4,0,300,2,459,0,0,81
949,e,254,36,4,0,0,84,0,113,0,0,17
949,d,443,67,2,0,0,178,0,170,0,0,26
949,c,778,165,2,0,0,234,0,330,0,0,47
469,a,18365,7211,1161,1088,425,4102,328,3287,7,4,752
1076,b,5326,0,55,0,0,1435,62,2172,0,1,1601
1076,e,1694,0,3,0,0,497,0,695,0,0,499
1076,a,5508,0,76,0,0,1505,83,2189,0,2,1653
1076,f,310,0,0,0,0,100,0,113,0,0,97
1076,d,2186,0,7,0,0,646,0,835,0,0,698
1076,c,4997,0,77,0,0,1344,25,2036,0,2,1513
1076,g,120,0,0,0,0,40,0,47,0,0,33
1098,d,187,0,0,0,0,46,0,83,0,0,58
1098,c,289,0,1,0,0,68,1,125,0,0,94
1098,b,376,0,1,0,0,79,1,155,0,0,140
1098,e,32,0,0,0,0,8,0,12,0,0,12
1098,a,633,0,1,0,0,140,2,256,0,0,234
1098,f,8,0,0,0,0,4,0,1,0,0,3
327,a,13252,5931,723,401,306,2808,41,2577,0,2,463
617,a,22191,6347,1363,1720,0,6708,898,3980,45,19,1111
1101,e,1941,0,13,0,0,423,13,846,0,0,646
1101,b,2388,0,16,0,0,541,21,1079,0,2,729
1101,f,259,0,0,0,0,68,1,121,0,0,69
1101,a,2374,0,37,0,0,589,50,1035,0,1,662
1101,c,1749,0,12,0,0,373,4,784,0,2,574
1101,d,546,0,1,0,0,146,2,235,0,0,162
1101,g,214,0,0,0,0,64,1,84,0,0,65
1095,c,3480,0,53,0,0,829,26,1482,0,0,1090
1095,d,2428,0,23,0,0,580,9,1032,0,0,784
1095,f,1246,0,8,0,0,325,0,514,0,1,398
1095,a,5559,0,154,0,0,1370,240,2253,0,3,1539
1095,e,1084,0,12,0,0,271,4,430,0,3,364
1095,b,5335,0,125,0,0,1311,60,2317,0,4,1518
933,d,116,19,0,0,0,38,0,41,0,0,18
933,c,261,40,1,0,0,83,0,115,0,0,22
933,b,728,122,9,1,0,217,0,346,0,0,33
933,e,70,10,1,0,0,20,0,30,0,0,9
933,a,1146,184,19,0,0,358,0,513,0,0,72
944,f,8,1,0,0,0,2,0,4,0,0,1
944,a,310,15,8,0,0,53,0,187,0,0,47
944,e,111,1,3,0,0,19,0,69,0,0,19
944,b,249,2,7,0,0,51,0,148,0,0,41
944,g,14,2,0,0,0,2,0,8,0,0,2
944,c,245,4,7,1,0,42,0,162,0,0,29
944,d,149,2,3,0,0,28,0,96,0,0,20
939,a,7305,1268,159,162,0,1670,49,3551,13,0,433
939,f,283,38,0,0,0,103,0,119,1,0,22
939,b,6027,960,128,53,0,1452,18,3065,0,0,351
939,e,1940,222,18,1,0,600,0,972,0,0,127
939,d,3195,380,14,2,0,902,1,1704,0,0,192
939,c,3082,479,26,10,0,797,1,1582,0,0,187
1071,c,101,0,0,0,0,43,0,28,0,0,30
1071,d,156,0,0,0,0,45,0,43,0,0,68
1071,e,37,0,0,0,0,12,0,16,0,0,9
1071,b,607,0,2,0,0,222,0,216,0,0,167
1071,a,658,0,6,0,0,238,2,225,0,0,187
1006,b,6095,780,108,23,0,1377,12,2582,7,0,1206
1006,e,3687,320,45,5,0,869,0,1618,0,0,830
1006,a,9197,1145,280,195,0,2060,74,3696,9,1,1737
1006,f,1747,184,34,0,0,492,0,651,0,0,386
1006,d,3126,355,58,11,0,735,2,1315,2,0,648
1006,c,6448,810,119,25,0,1457,10,2759,0,5,1263
318,a,19742,7421,1335,1266,240,4320,416,3807,0,10,927
268,a,16514,6502,1188,1069,225,3534,297,2999,0,7,693
998,a,5238,553,82,31,0,1161,17,2418,2,1,973
998,e,148,21,0,0,0,45,0,41,0,0,41
998,b,4968,528,73,10,0,1095,6,2311,4,1,940
998,c,3356,323,25,4,0,774,3,1594,0,0,633
998,d,1034,114,15,3,0,285,0,383,0,1,233
976,a,5962,855,87,106,0,1500,33,2467,4,1,909
976,f,256,19,0,0,0,88,0,89,0,0,60
976,b,3927,558,54,30,0,1049,10,1599,4,0,623
976,e,1300,150,9,2,0,366,0,525,0,0,248
976,d,272,36,1,0,0,78,0,105,0,0,52
976,c,3836,467,36,6,0,1023,7,1657,0,0,640
895,d,735,64,6,0,0,241,0,410,0,0,14
895,c,1741,260,15,3,0,560,0,833,1,1,68
895,b,2354,352,30,3,0,675,2,1230,0,0,62
895,e,474,65,2,0,0,134,2,259,0,0,12
895,a,4390,725,112,58,0,1176,14,2225,9,0,71
901,d,195,21,0,0,0,77,0,90,0,0,7
901,c,561,73,5,0,0,200,0,268,0,0,15
901,a,992,122,9,1,0,305,1,538,0,0,16
901,b,570,70,9,0,0,178,0,303,0,0,10
901,e,25,0,0,0,0,12,0,13,0,0,0
1034,b,556,0,7,0,0,206,0,207,0,0,136
1034,e,84,0,0,0,0,39,0,25,0,0,20
1034,a,1046,0,14,0,0,390,2,372,0,0,268
1034,d,65,0,0,0,0,35,0,23,0,0,7
1034,c,261,0,2,0,0,93,0,106,0,0,60
116,a,3347,2619,509,162,57,0,0,0,0,0,0
1043,a,6132,0,133,0,0,1543,118,2571,0,5,1762
1043,f,933,0,3,0,0,310,2,327,0,1,290
1043,b,4190,0,62,0,0,1117,22,1809,0,1,1179
1043,e,1758,0,20,0,0,482,0,706,0,0,550
1043,g,42,0,0,0,0,13,0,19,0,0,10
1043,d,2853,0,40,0,0,780,3,1180,0,0,850
1043,c,3714,0,64,0,0,996,8,1580,0,3,1063
992,c,2928,245,24,7,0,655,2,1459,0,1,535
