contest_id,problem_id,total_count,gnu_cpp,ms_cpp,gnu_c,gnu_cpp0x,gnu_cpp11,gnu_c11,gnu_cpp14,gnu_cpp_diagnostics,clangpp_17_diagnostics,gnu_cpp17
992,d,792,71,6,2,0,211,0,346,0,0,156
992,a,6180,632,86,27,0,1293,16,3013,0,1,1112
992,e,510,34,4,0,0,199,0,144,0,0,129
992,b,3428,282,43,4,0,751,4,1683,0,0,661
703,a,11970,3292,521,633,0,4862,251,1908,12,1,490
344,a,18911,7187,1541,1271,279,3789,464,3368,0,6,1006
339,a,32164,11612,2329,2388,415,7053,834,6065,47,23,1398
339,b,16148,6279,901,713,261,3570,211,3476,0,4,733
1062,c,3088,0,37,0,0,828,12,1294,0,1,916
1062,d,2006,0,34,0,0,559,2,843,0,2,566
1062,f,125,0,1,0,0,57,0,36,0,0,31
1062,a,4326,0,92,0,0,1146,36,1733,0,3,1316
1062,e,799,0,1,0,0,241,0,322,0,0,235
1062,b,3370,0,47,0,0,878,12,1392,0,1,1040
1015,d,3209,338,40,10,0,726,1,1349,2,0,743
1015,c,6407,696,94,17,0,1460,8,2727,0,0,1405
1015,e1,2168,148,29,8,0,531,1,893,2,1,555
1015,e2,1651,110,16,4,0,383,0,668,0,0,470
1015,b,5379,578,68,32,0,1255,9,2260,0,1,1176
1015,a,8272,985,185,126,0,1890,73,3317,5,3,1688
1015,f,404,45,3,1,0,115,0,144,0,0,96
920,c,4123,537,48,19,0,1085,0,2318,0,0,116
920,d,342,43,3,1,0,115,0,162,0,0,18
920,g,954,87,5,5,0,272,0,553,0,0,32
920,e,1414,163,16,3,0,393,0,732,0,0,107
920,b,4387,665,76,29,0,1170,3,2350,3,0,91
920,f,2318,294,15,4,0,667,2,1204,0,0,132
920,a,5273,863,99,51,0,1378,9,2760,8,0,105
957,c,2080,262,27,4,0,542,0,1101,0,0,144
957,d,972,94,17,1,0,299,0,485,0,0,76
957,e,107,16,1,0,0,38,0,45,0,0,7
957,b,2180,287,24,8,0,598,1,1123,0,0,139
957,a,3585,573,62,69,0,909,8,1696,8,0,260
1068,d,588,0,10,0,0,177,0,242,0,0,159
1068,c,1729,0,11,0,0,446,3,759,0,0,510
1068,a,3696,0,116,0,0,933,32,1563,0,6,1046
1068,f,73,0,0,0,0,24,0,26,0,0,23
1068,b,4417,0,67,0,0,1173,49,1929,0,6,1193
1068,e,552,0,4,0,0,143,1,230,0,0,174
1086,b,558,0,2,0,0,166,0,220,0,0,170
1086,e,90,0,0,0,0,23,0,41,0,0,26
1086,a,552,0,3,0,0,154,0,214,0,0,181
1086,f,12,0,0,0,0,3,0,3,0,0,6
1086,d,186,0,1,0,0,42,0,77,0,0,66
1086,c,296,0,1,0,0,84,0,120,0,0,91
271,a,21768,8328,1674,1711,271,4486,572,3722,28,9,967
918,d,1191,127,2,4,0,346,0,678,0,0,34
918,c,1716,270,19,9,0,480,0,872,0,0,66
918,b,6668,1031,130,69,0,1670,16,3482,31,1,238
918,e,26,0,2,0,0,3,0,17,0,0,4
918,a,8312,1516,181,230,0,1991,68,3987,62,1,276
981,g,392,32,1,0,0,116,0,160,0,0,83
981,c,2929,227,25,3,0,713,2,1358,0,0,601
981,d,1809,125,11,1,0,503,0,792,0,1,376
981,f,427,53,18,0,0,136,0,134,0,0,86
981,a,4372,394,61,56,0,1023,21,2008,0,0,809
981,e,1108,80,3,1,0,333,0,438,0,0,253
981,b,3889,284,36,3,0,920,10,1901,0,0,735
981,h,87,3,0,0,0,23,0,52,0,0,9
1027,a,7423,833,93,71,0,1667,93,3085,9,5,1567
1027,f,477,25,4,0,0,143,0,171,0,0,134
1027,b,5679,651,72,29,0,1325,12,2304,0,1,1285
1027,e,925,85,4,0,0,246,0,368,0,0,222
1027,g,157,8,2,0,0,56,0,58,0,0,33
1027,d,3452,331,32,0,0,864,2,1404,0,2,817
1027,c,4621,441,40,7,0,1067,3,1956,0,0,1107
965,e,600,39,2,0,0,208,0,234,0,0,117
965,b,2935,349,42,16,0,751,3,1372,1,0,401
965,a,4791,667,113,125,0,1184,32,2057,7,2,604
965,c,1328,180,19,1,0,349,1,578,0,0,200
965,d,1582,185,16,6,0,405,1,716,0,0,253
886,d,220,16,7,0,0,65,0,120,0,0,12
886,c,934,116,44,3,0,227,0,495,0,0,49
886,a,2060,383,127,42,0,477,35,863,8,2,123
886,f,73,2,1,0,0,35,0,29,0,0,6
886,b,1309,180,86,11,0,299,7,678,0,0,48
886,e,102,15,1,0,0,41,0,37,0,0,8
912,e,866,92,5,0,0,298,0,435,0,0,36
912,b,4981,684,87,39,0,1282,17,2742,25,0,105
912,a,7377,1126,152,166,0,1842,44,3808,59,0,180
912,c,417,34,6,1,0,130,0,236,0,0,10
912,d,1246,151,16,0,0,358,0,685,0,0,36
432,a,13738,5776,836,709,318,2904,196,2462,2,2,533
208,a,18690,7082,1312,1077,224,4191,367,3567,13,11,846
961,e,1907,198,17,0,0,521,2,955,0,0,214
961,b,5085,722,96,26,0,1247,10,2424,0,0,560
961,f,236,45,1,0,0,73,0,87,0,0,30
961,a,6049,1056,131,81,0,1494,18,2694,14,0,561
961,c,3347,440,55,10,0,882,3,1643,0,0,314
961,d,2134,282,23,5,0,576,2,1033,0,0,213
961,g,268,33,0,0,0,110,0,107,0,0,18
916,c,2917,347,29,8,0,808,3,1608,4,0,110
916,d,301,26,3,1,0,91,0,169,0,0,11
916,e,517,81,2,1,0,153,0,255,0,0,25
916,b,1105,177,11,8,0,311,3,551,1,0,43
916,a,5863,976,149,153,0,1426,40,2982,33,0,104
1029,b,6170,607,121,32,0,1487,16,2540,0,8,1359
1029,e,1224,72,9,0,0,384,0,444,0,0,315
1029,a,5699,611,137,32,0,1415,13,2237,0,3,1251
1029,f,1296,80,14,1,0,329,3,530,0,2,337
1029,d,2409,131,29,0,0,557,1,972,0,1,718
1029,c,3619,326,52,3,0,901,5,1488,0,3,841
1023,d,2171,202,8,1,0,528,0,918,0,0,514
1023,c,5476,570,51,12,0,1268,8,2328,3,0,1236
1023,g,22,0,0,0,0,9,0,6,0,0,7
1023,b,5931,652,67,24,0,1359,23,2522,0,1,1283
1023,e,1178,88,4,0,0,288,1,470,0,0,327
1023,a,5132,577,57,19,0,1205,10,2169,0,0,1095
1023,f,457,27,4,0,0,147,0,164,0,0,115
1054,g,58,0,0,0,0,26,0,16,0,0,16
1054,c,2782,0,28,0,0,629,6,1250,0,0,869
1054,d,1379,0,10,0,0,378,3,554,0,0,434
1054,f,177,0,0,0,0,46,0,90,0,0,41
1054,a,4102,0,78,0,0,948,81,1817,0,0,1178
1054,e,315,0,1,0,0,77,0,126,0,0,111
1054,b,3864,0,49,0,0,899,33,1761,0,0,1122
1054,h,47,0,0,0,0,14,0,18,0,0,15
985,g,171,20,0,0,0,73,0,50,0,0,28
985,d,1314,224,18,2,0,333,5,517,1,0,214
985,c,4003,536,47,9,0,1029,2,1674,1,0,705
985,a,5548,796,90,56,0,1348,8,2373,0,1,876
985,f,862,68,10,1,0,267,0,317,0,0,199
985,b,5014,711,65,28,0,1218,8,2163,1,1,819
985,e,1594,154,16,1,0,433,0,687,0,0,303
546,a,26835,8878,2227,2291,0,6820,949,4455,70,23,1122
888,d,2074,273,33,7,0,612,4,1066,1,0,78
888,c,3122,499,69,19,0,842,6,1582,1,0,104
888,g,694,68,7,0,0,286,0,293,0,0,40
888,b,4718,763,153,99,0,1208,27,2270,8,2,188
888,e,1931,215,17,2,0,647,0,959,0,0,91
888,a,5717,1266,243,183,0,1384,35,2480,12,1,113
888,f,220,27,1,0,0,72,0,105,0,0,15
677,a,17612,4235,1090,940,0,6273,391,3659,53,12,959
230,b,14547,4525,314,306,144,4000,142,4181,0,2,933
230,a,13064,4240,721,589,143,3466,198,3006,1,7,693
337,a,21474,8286,1310,932,305,5038,234,4456,0,9,904
707,a,12479,3476,550,423,0,5368,137,2087,7,2,429
1082,d,1536,0,13,0,0,440,1,571,0,0,511
1082,c,2455,0,20,0,0,713,13,939,0,2,768
1082,g,454,0,3,0,0,157,0,168,0,0,126
1082,b,3064,0,69,0,0,841,17,1166,0,4,967
1082,e,1228,0,10,0,0,365,1,487,0,1,364
1082,a,3678,0,70,0,0,1021,42,1382,0,3,1160
1082,f,94,0,0,0,0,37,0,36,0,1,20
924,c,529,43,16,2,0,144,2,266,0,0,56
924,d,184,13,4,0,0,59,0,87,0,0,21
924,e,118,8,3,0,0,44,0,49,0,0,14
924,b,630,32,11,1,0,187,3,331,0,0,65
924,f,22,1,0,0,0,10,0,8,0,0,3
924,a,529,44,11,1,0,146,1,282,0,0,44
953,f,12,1,0,2,0,1,2,4,0,0,2
953,a,834,136,13,35,0,172,23,401,1,0,53
953,e,61,5,0,6,0,11,11,20,0,0,8
953,h,25,0,0,2,0,5,1,14,0,0,3
953,b,317,39,5,19,0,64,24,135,0,0,31
953,j,24,2,0,0,0,5,0,12,0,0,5
953,g,126,8,2,33,0,17,23,38,0,0,5
953,c,247,17,2,61,0,31,70,50,0,0,16
953,i,38,1,0,9,0,6,10,4,0,0,8
953,d,90,4,1,28,0,11,20,21,0,0,5
509,a,12619,5345,825,764,843,2361,195,1750,16,4,516
479,a,21769,7911,1841,1661,464,4623,572,3756,26,13,902
959,a,8320,1137,229,235,0,1915,142,3717,22,6,917
959,f,521,38,3,0,0,166,0,245,0,0,69
959,b,4793,529,64,3,0,1163,3,2554,0,0,477
959,e,1778,162,15,5,0,484,1,915,0,1,195
959,d,1831,144,18,11,0,525,1,923,0,0,209
959,c,2999,286,32,4,0,747,3,1649,0,0,278
1088,b,4748,0,76,0,0,1267,33,1916,0,3,1453
1088,e,535,0,2,0,0,168,0,209,0,0,156
1088,a,5391,0,127,0,0,1423,133,2115,0,7,1586
1088,f,131,0,0,0,0,41,0,50,0,0,40
1088,d,1026,0,2,0,0,298,5,422,0,1,298
1088,c,3147,0,35,0,0,797,10,1296,0,0,1009
133,a,24130,9362,1913,2063,331,4900,644,3928,20,12,957
1066,d,2357,0,48,0,0,681,4,977,0,0,647
1066,c,4088,0,92,0,0,1126,17,1776,0,0,1077
1066,a,6255,0,221,0,0,1736,111,2558,0,3,1626
1066,f,785,0,15,0,0,254,0,323,0,1,192
1066,b,3586,0,93,0,0,1012,33,1481,0,1,966
1066,e,2423,0,41,0,0,638,4,1052,0,2,686
1011,d,1421,117,9,2,0,343,3,569,0,0,378
1011,c,3958,425,59,13,0,919,3,1654,0,10,875
1011,a,6614,890,111,56,0,1548,17,2681,0,4,1307
1011,f,592,67,6,0,0,153,0,208,0,0,158
1011,b,5432,646,82,20,0,1340,6,2234,1,4,1099
1011,e,1636,160,10,1,0,419,1,619,0,0,426
144,a,15051,4850,968,896,186,3846,287,3306,10,9,693
282,a,3197,2621,355,132,89,0,0,0,0,0,0
266,b,23322,8621,1479,1409,267,5104,440,4898,21,10,1073
266,a,29857,10579,2517,2434,339,6169,853,5540,64,17,1345
978,g,1844,261,28,6,0,467,3,749,0,0,330
978,c,6050,912,125,41,0,1448,15,2474,0,1,1034
978,d,3241,492,55,14,0,827,6,1283,0,0,564
978,f,3169,453,55,7,0,793,2,1331,0,0,528
978,a,7790,1285,241,144,0,1825,76,2991,3,0,1225
978,e,3684,565,58,16,0,939,7,1488,0,2,609
978,b,7982,1266,216,125,0,1868,82,3100,13,1,1311
996,d,3217,236,27,13,0,695,9,1611,3,0,623
996,c,489,36,6,0,0,138,1,194,1,0,113
996,a,8004,688,299,132,0,1737,131,3400,4,8,1605
996,f,173,15,9,1,0,35,0,69,0,0,44
996,b,4526,470,79,27,0,1000,15,2070,0,1,864
996,e,559,39,7,1,0,140,0,238,0,0,134
1030,f,81,0,0,0,0,24,0,28,0,0,29
1030,a,4575,0,284,0,0,1285,271,1317,0,11,1407
1030,e,478,0,2,0,0,195,0,154,0,0,127
1030,b,1754,0,96,0,0,485,17,537,0,1,618
1030,g,36,0,0,0,0,17,1,13,0,0,5
1030,c,1527,0,53,0,0,484,10,488,0,1,491
1030,d,486,0,9,0,0,174,1,167,0,0,135
1047,a,8108,0,229,0,0,2449,239,3357,0,8,1826
1047,e,47,0,0,0,0,12,0,16,0,0,19
1047,b,7478,0,178,0,0,2204,173,3206,0,6,1711
1047,c,3102,0,22,0,0,904,6,1400,0,0,770
1047,d,629,0,9,0,0,211,2,235,0,1,171
112,a,32458,11068,2409,2797,344,6783,1050,6413,40,22,1532
118,a,40561,13883,3373,3907,473,8639,1331,7070,79,32,1774
891,c,680,80,7,0,0,211,0,354,0,0,28
891,d,57,10,0,0,0,17,0,28,0,0,2
891,e,178,34,0,0,0,68,0,67,0,0,9
891,b,897,156,11,1,0,264,1,443,0,0,21
891,a,1498,227,28,9,0,404,4,744,1,2,79
1075,a,3773,0,95,0,0,1018,58,1524,0,6,1072
1075,f,100,0,0,0,0,26,0,33,0,0,41
1075,b,2664,0,44,0,0,678,19,1166,0,0,757
1075,e,225,0,1,0,0,53,0,93,0,0,78
1075,d,422,0,1,0,0,107,0,174,0,0,140
1075,c,761,0,2,0,0,183,1,340,0,0,235
69,a,22813,5985,1484,2012,179,5577,841,5373,56,19,1287
510,a,16106,6208,1398,1061,775,3261,270,2529,19,6,579
937,c,2105,295,26,7,0,550,1,1093,0,0,133
937,d,1056,114,6,0,0,301,7,547,0,0,81
937,e,198,22,1,0,0,69,1,85,0,0,20
937,b,4249,637,63,24,0,1112,4,2164,2,0,243
937,a,7390,1250,175,135,0,1892,44,3383,10,1,500
940,b,4217,785,88,38,0,1061,9,1975,4,0,257
940,e,1441,221,9,0,0,383,0,716,0,0,112
940,a,4802,872,107,35,0,1203,9,2279,2,0,295
940,f,718,146,1,0,0,259,0,247,0,0,65
940,d,2365,397,37,5,0,638,2,1131,0,0,155
940,c,3379,606,52,40,0,895,4,1580,0,0,202
460,a,15816,7124,1097,1285,552,2863,273,2122,12,4,484
1008,a,6768,899,138,100,0,1561,31,2736,14,6,1283
1008,b,6328,807,119,51,0,1487,14,2647,0,4,1199
1008,e,56,6,0,0,0,21,0,14,0,0,15
1008,d,257,47,1,1,0,80,0,77,0,0,51
1008,c,4866,592,71,4,0,1183,2,2098,0,1,915
1091,c,3988,0,41,0,0,1145,11,1552,0,2,1237
1091,d,2498,0,18,0,0,783,8,948,0,1,740
1091,g,3,0,0,0,0,1,0,2,0,0,0
1091,e,527,0,0,0,0,148,6,213,0,0,160
1091,b,5093,0,65,0,0,1373,25,2040,0,0,1590
1091,h,105,0,0,0,0,28,0,46,0,0,31
1091,f,355,0,5,0,0,125,3,136,0,0,86
1091,a,7106,0,169,0,0,1931,262,2639,0,6,2099
1005,c,5045,517,63,0,0,1168,1,2298,0,0,998
1005,d,3977,514,66,7,0,921,5,1662,1,0,801
1005,f,635,66,4,0,0,189,0,222,0,0,154
1005,a,8210,1003,199,174,0,1875,70,3353,10,3,1523
1005,e1,1806,172,37,0,0,422,1,783,0,0,391
1005,b,7249,974,179,67,0,1651,54,2972,1,1,1350
1005,e2,563,55,2,0,0,152,0,217,0,1,136
1072,b,2199,0,29,0,0,736,2,865,0,1,566
1072,e,25,0,0,0,0,9,0,5,0,0,11
1072,a,3837,0,75,0,0,1184,57,1569,0,3,949
1072,f,12,0,0,0,0,4,0,1,0,0,7
1072,d,773,0,4,0,0,263,0,280,0,0,226
1072,c,1960,0,27,0,0,637,3,782,0,2,509
467,a,22660,8510,1689,2053,528,4587,682,3622,39,12,938
947,e,40,5,0,0,0,14,0,18,0,0,3
947,b,678,71,3,0,0,223,0,341,0,0,40
947,f,8,0,0,0,0,1,0,7,0,0,0
947,a,684,81,3,0,0,215,0,334,0,2,49
947,c,721,87,6,0,0,236,0,342,0,0,50
947,d,295,30,2,0,0,104,0,140,0,0,19
489,c,13891,5192,546,248,503,3365,43,3347,2,6,639
489,b,13046,5258,597,215,475,3002,56,2833,6,1,603
930,d,209,19,2,0,0,65,0,107,0,0,16
930,c,740,86,5,0,0,210,0,380,0,0,59
930,a,990,111,8,1,0,277,4,511,0,0,78
930,b,847,97,7,1,0,235,1,435,0,0,71
930,e,120,13,0,0,0,47,0,57,0,0,3
1102,a,4875,0,99,0,0,1101,141,2112,0,3,1419
1102,f,461,0,1,0,0,118,0,188,0,0,154
1102,b,3042,0,30,0,0,649,22,1429,0,0,912
1102,e,1487,0,9,0,0,328,1,665,0,1,483
1102,d,2411,0,30,0,0,508,19,1106,0,1,747
1102,c,3969,0,69,0,0,843,31,1854,0,0,1172
1096,f,582,0,1,0,0,175,2,226,0,1,177
1096,a,6362,0,77,0,0,1581,129,2656,0,3,1916
1096,e,187,0,0,0,0,74,0,76,0,0,37
1096,b,4320,0,31,0,0,1055,36,1841,0,3,1354
1096,g,588,0,1,0,0,168,1,251,0,0,167
1096,c,3084,0,27,0,0,788,24,1258,0,1,986
1096,d,2075,0,17,0,0,542,6,841,0,1,668
1078,d,174,0,2,0,0,42,0,76,0,0,54
1078,c,272,0,2,0,0,75,0,126,0,0,69
1078,b,537,0,4,0,0,130,0,224,0,0,179
1078,e,24,0,0,0,0,9,0,7,0,0,8
1078,a,512,0,4,0,0,125,1,208,0,0,174
991,c,4371,366,57,6,0,1037,2,2083,0,1,819
991,d,3591,320,40,11,0,869,3,1655,0,2,691
991,e,1786,124,15,3,0,471,1,824,0,0,348
991,b,5812,541,89,42,0,1334,16,2722,0,1,1067
991,f,196,6,2,0,0,68,0,70,0,0,50
991,a,6016,626,91,93,0,1313,34,2774,1,2,1082
908,e,459,62,3,0,0,145,0,240,1,0,8
908,h,156,20,0,0,0,56,0,72,0,0,8
908,b,5974,849,86,43,0,1659,8,3234,22,0,73
908,f,857,103,8,0,0,262,0,469,0,0,15
908,a,8922,1348,197,207,0,2326,68,4498,68,0,210
908,c,4726,607,52,16,0,1309,5,2646,18,0,73
908,d,1343,195,8,3,0,453,0,664,3,0,17
908,g,373,77,0,0,0,121,0,156,0,0,19
1040,c,165,0,1,0,0,47,0,65,0,0,52
1040,d,864,0,5,0,0,231,2,346,0,0,280
1040,e,260,0,3,0,0,65,0,119,0,0,73
1040,b,4165,0,61,0,0,1132,33,1932,0,5,1002
1040,a,5582,0,86,0,0,1517,100,2609,0,7,1263
1037,c,5864,341,71,8,0,1401,12,2626,0,2,1403
1037,d,4577,207,49,0,0,1209,1,1987,0,0,1124
1037,g,124,4,0,0,0,51,0,46,0,0,23
1037,e,1702,68,6,0,0,529,0,674,0,0,425
1037,b,5751,360,87,5,0,1387,6,2544,0,1,1361
1037,h,177,3,0,0,0,71,0,51,0,0,52
1037,f,620,30,5,0,0,184,0,232,0,0,169
1037,a,6187,423,88,33,0,1543,45,2622,0,3,1430
455,a,14218,5150,463,163,426,3796,28,3501,0,2,689
896,a,938,161,11,4,0,267,1,474,4,0,16
896,b,692,93,5,1,0,229,1,350,0,0,13
896,e,568,53,4,0,0,172,0,299,0,0,40
896,d,187,19,2,0,0,82,0,78,0,0,6
896,c,560,36,0,0,0,310,0,163,0,0,51
902,b,4737,597,69,23,0,1261,7,2598,3,1,178
902,e,158,9,1,0,0,52,0,91,0,0,5
902,a,5501,839,91,81,0,1420,16,2908,22,0,124
902,d,467,61,2,0,0,121,1,268,0,0,14
902,c,2438,292,21,2,0,652,2,1428,0,0,41
975,c,4041,484,47,9,0,1073,3,1754,0,1,670
975,d,1322,114,10,1,0,375,1,568,0,0,253
975,e,259,10,1,2,0,68,1,109,0,0,68
975,b,4332,517,44,24,0,1150,6,1938,1,0,652
975,a,5264,644,63,19,0,1386,11,2317,0,0,824
1085,d,282,0,2,0,0,59,1,100,0,0,120
1085,c,341,0,2,0,0,69,1,112,0,0,157
1085,g,10,0,0,0,0,3,0,4,0,0,3
1085,b,790,0,25,0,0,138,10,261,0,0,356
1085,e,21,0,0,0,0,8,0,7,0,0,6
1085,a,1042,0,44,0,0,214,17,331,0,1,435
1085,f,12,0,0,0,0,4,0,3,0,0,5
954,b,3655,627,42,26,0,935,7,1702,3,1,312
954,h,218,37,0,0,0,77,0,83,1,0,20
954,e,1062,116,7,3,0,320,7,489,0,0,120
954,a,5324,890,119,131,0,1243,44,2397,19,0,481
954,f,518,60,0,0,0,160,0,249,0,0,49
954,d,2595,396,34,1,0,754,0,1167,0,1,242
954,i,315,39,0,0,0,114,0,122,0,0,40
954,c,2223,316,32,7,0,570,7,1079,0,0,212
954,g,955,134,22,0,0,287,1,403,0,0,108
923,e,29,3,0,0,0,14,0,10,0,0,2
923,b,1112,118,31,2,0,286,0,554,0,0,121
923,f,20,0,0,0,0,5,0,15,0,0,0
923,a,964,110,35,2,0,244,18,448,1,0,106
923,c,732,57,22,0,0,177,0,392,0,0,84
923,d,212,22,4,0,0,55,0,113,0,0,18
579,a,13101,4820,575,587,0,4197,166,2283,11,1,460
474,b,13076,5478,807,357,456,2884,103,2458,0,2,531
929,d,78,2,5,0,0,20,0,38,0,0,13
929,c,529,26,23,1,0,129,0,294,0,0,56
929,b,878,64,71,3,0,208,1,451,0,0,80
929,a,1064,80,106,8,0,225,6,528,1,0,110
490,a,12631,5262,838,515,535,2669,116,2228,3,4,461
1016,c,2316,317,24,3,0,588,2,867,0,0,515
1016,d,2632,309,26,3,0,641,3,1056,0,0,594
1016,g,139,10,0,0,0,43,0,50,0,0,36
1016,e,721,64,6,0,0,206,0,260,0,0,185
1016,b,5673,719,78,20,0,1406,5,2230,0,0,1215
1016,f,221,10,0,0,0,86,0,66,0,0,59
1016,a,7522,933,161,97,0,1770,33,2992,0,2,1534
1061,b,1775,0,41,0,0,503,9,737,0,1,484
1061,e,205,0,1,0,0,105,0,54,0,0,45
1061,a,6182,0,211,0,0,1665,144,2426,0,4,1732
1061,f,281,0,0,0,0,72,0,114,0,0,95
1061,d,1189,0,7,0,0,349,0,483,0,0,350
1061,c,2448,0,9,0,0,700,3,987,0,0,749
911,d,2584,352,32,13,0,695,16,1408,0,0,68
911,c,4070,531,68,42,0,1056,18,2265,6,0,84
911,g,749,68,9,2,0,186,0,424,0,0,60
911,b,5425,831,118,86,0,1372,28,2828,15,1,146
911,e,1331,159,16,3,0,373,3,737,0,0,40
911,a,6611,1043,142,158,0,1630,40,3419,16,1,162
911,f,533,57,6,0,0,190,0,254,0,0,26
966,c,455,50,0,0,0,130,0,223,0,0,52
966,d,184,25,0,0,0,50,0,82,0,0,27
966,f,22,1,0,0,0,5,0,15,0,0,1
966,a,639,60,2,1,0,188,0,282,0,0,106
966,e,160,19,0,0,0,51,0,59,0,0,31
966,b,584,54,1,0,0,173,0,264,0,0,92
988,f,1024,117,16,2,0,277,1,410,0,0,201
988,a,8832,1305,246,141,0,2013,40,3630,6,2,1449
988,e,1652,190,47,5,0,390,3,704,0,0,313
988,b,7137,1063,166,51,0,1712,11,2939,0,3,1192
988,c,4542,457,77,8,0,1142,1,2056,0,0,801
988,d,3041,259,42,4,0,739,0,1380,0,0,617
1059,d,1811,0,14,0,0,603,2,634,0,0,558
1059,c,3956,0,62,0,0,1299,3,1553,0,0,1039
1059,a,6485,0,156,0,0,1999,72,2625,0,7,1626
1059,b,4531,0,80,0,0,1486,22,1759,0,5,1179
1059,e,706,0,5,0,0,272,1,253,0,0,175
1053,c,393,0,0,0,0,135,0,177,0,0,81
1053,d,136,0,0,0,0,47,0,66,0,0,23
1053,e,30,0,0,0,0,16,0,8,0,0,6
1053,b,661,0,3,0,0,227,1,273,0,0,157
1053,a,502,0,3,0,0,172,1,218,0,0,108
982,a,5583,685,145,66,0,1323,19,2427,0,0,918
982,f,144,7,0,0,0,47,0,63,0,0,27
982,b,4662,468,61,8,0,1117,4,2181,0,1,822
982,e,307,22,2,2,0,108,0,114,0,1,58
982,d,1429,94,9,0,0,417,0,637,0,0,272
982,c,3897,310,26,3,0,986,2,1895,0,1,674
732,a,13843,3418,654,615,0,4666,206,3736,7,3,538
